card_name,issuing_bank,rewards,cashback,offers,lounge_access,joining_fee,annual_fee
AXIS BANK BUZZ CREDIT CARD,Download Axis Mobile App or Login to Internet Bank,points on online shopping upto 10% off,on movie tickets 10% instant discount on movie tickets rs 8000 in a year upto 10%,"on credit cards, please visit bit.ly",s freecharge,,
To track credit card,,,,,,,
